"ID","PathID","NodeIndex","ContinentID","LocX","LocY","LocZ","Flags","Delay"
"846","17","8","0","-4116,521","-942,0431","175,7076","0","0"
"847","17","9","0","-4259,834","-973,3931","305,7697","0","0"
"848","17","10","0","-4411,209","-961,5175","499,6416","0","0"
"849","17","11","0","-4566,706","-900,1178","663,5545","0","0"
"850","17","12","0","-4660,218","-934,176","778,8602","0","0"
"851","17","13","0","-4732,163","-915,4746","832,1878","0","0"
"852","17","14","0","-4827,935","-838,6477","812,7039","0","0"
"853","17","15","0","-4893,295","-765,938","752,8173","0","0"
"854","17","16","0","-5002,809","-631,1398","614,5291","0","0"
"855","17","17","0","-5060,42","-706,8826","548,6841","0","0"
"856","17","18","0","-5046,457","-786,4728","511,1176","0","0"
"857","17","19","0","-5019,803","-834,0737","506,1735","0","0"
"858","17","20","0","-4986,885","-874,9424","527,1275","0","0"
"859","17","21","0","-4965,812","-901,8858","543,1275","0","0"
"860","17","22","0","-4946,493","-917,4972","543,1275","0","0"
"861","17","23","0","-4893,088","-926,3926","538,798","0","0"
"862","17","24","0","-4870,443","-967,2335","544,7233","0","0"
"863","17","25","0","-4856,78","-998,8038","548,141","0","0"
"864","17","26","0","-4845,752","-1024,81","550,6396","0","0"
"2570","17","27","0","-4823,448","-1054,883","540,0012","0","0"
"2571","17","28","0","-4779,399","-1066,389","529,1405","0","0"
"2572","17","29","0","-4740,978","-1105,732","525,5283","0","0"
"2573","17","30","0","-4749,344","-1137,997","518,6121","0","0"
"2574","17","31","0","-4785,874","-1164,021","510,4721","0","0"
"2575","17","32","0","-4822,221","-1156,849","503,3618","0","0"
"895","18","0","0","-4822,853","-1157,903","502,9642","0","0"
"896","18","1","0","-4823,427","-1155,188","503,7666","0","0"
"897","18","2","0","-4825,738","-1144,591","508,6667","0","0"
"898","18","3","0","-4833,93","-1111,705","524,2986","0","0"
"899","18","4","0","-4839,69","-1077,691","543,494","0","0"
"900","18","5","0","-4867,227","-1048,023","550,9658","0","0"
"901","18","6","0","-4889,342","-1032,121","548,7734","0","0"
"902","18","7","0","-4921,577","-1008,336","544,8547","0","0"
"903","18","8","0","-4947,055","-972,2875","540,7986","0","0"
"904","18","9","0","-4957,831","-914,5416","543,6027","0","0"
"905","18","10","0","-4965,453","-902,1425","543,6027","0","0"
"906","18","11","0","-4986,985","-875,7244","527,6027","0","0"
"907","18","12","0","-5021,375","-832,9849","507,3193","0","0"
"908","18","13","0","-5059,023","-804,5257","507,1275","0","0"
"909","18","14","0","-5123,122","-793,1149","507,8886","0","0"
"910","18","15","0","-5193,459","-822,6494","495,7573","0","0"
"911","18","16","0","-5233,354","-1022,967","528,4186","0","0"
"912","18","17","0","-5253,596","-1268,068","572,7508","0","0"
"913","18","18","0","-5233,309","-1600,366","541,3685","0","0"
"914","18","19","0","-5110,94","-1708,508","532,5591","0","0"
"2662","18","20","0","-4948,005","-1704,374","539,8759","0","0"
"2663","18","21","0","-4818,699","-1683,336","540,951","0","0"
"2664","18","22","0","-4642,197","-1643,609","539,7698","0","0"
"2665","18","23","0","-4466,918","-1599,762","513,4257","0","0"
"2666","18","24","0","-4333,328","-1466,445","447,9601","0","0"
"2667","18","25","0","-4166,645","-1299,951","339,1807","0","0"
"2668","18","26","0","-3966,473","-1099,877","180,5517","0","0"
"2669","18","27","0","-3826,452","-949,9434","68,89924","0","0"
"2670","18","28","0","-3781,491","-840,6287","23,05277","0","0"
"2671","18","29","0","-3788,425","-794,0682","15,04282","0","0"
"2672","18","30","0","-3792,688","-783,4293","10,27459","0","0"
"1046","20","0","0","1570,108","269,7434","-41,9638","0","0"
"1047","20","1","0","1562,984","249,1271","-38,78811","0","0"
"1048","20","2","0","1578,694","219,0924","-31,56586","0","0"
"1049","20","3","0","1607,924","219,5748","-28,73255","0","0"
"1050","20","4","0","1631,929","239,0616","-29,73257","0","0"
"1051","20","5","0","1663,256","239,224","-33,76034","0","0"
"1052","20","6","0","1733,591","243,1487","-40,09366","0","0"
"1053","20","7","0","1751,108","264,2238","-42,12143","0","0"
"1054","20","8","0","1744,216","293,5251","-44,37144","0","0"
"1055","20","9","0","1719,746","327,511","-42,12142","0","0"
"1056","20","10","0","1685,927","365,2039","-26,17698","0","0"
"1057","20","11","0","1683,551","386,5129","1,878581","0","0"
"1058","20","12","0","1702,814","420,5737","5,878581","0","0"
"1059","20","13","0","1726,56","474,243","1,878581","0","0"
"1060","20","14","0","1710,803","513,1404","-2,121426","0","0"
"1061","20","15","0","1683,168","546,098","-2,121426","0","0"
"1062","20","16","0","1681,499","590,8705","1,878574","0","0"
"1063","20","17","0","1687,643","623,9324","17,87858","0","0"
"1064","20","18","0","1658,901","645,4714","33,87858","0","0"
"1065","20","19","0","1616,774","645,347","49,87858","0","0"
"2251","20","20","0","1591,011","674,1793","57,87858","0","0"
"2252","20","21","0","1600,9","718,4344","77,87858","0","0"
"2253","20","22","0","1640,798","730,8964","89,87858","0","0"
"3036","20","23","0","1691,455","726,1795","83,35835","0","0"
"3037","20","24","0","1756,556","723,9182","66,41877","0","0"
"3038","20","25","0","1792,981","645,2728","54,91694","0","0"
"3039","20","26","0","1761,586","583,953","55,98115","0","0"
"3040","20","27","0","1664,314","548,9836","41,39516","0","0"
"3041","20","28","0","1567,342","578,4901","49,88551","0","0"
"3042","20","29","0","1491,746","630,7977","54,80786","0","0"
"3043","20","30","0","1437,402","706,7942","52,55041","0","0"
"3044","20","31","0","1383,648","812,8622","57,41556","0","0"
"3045","20","32","0","1351,172","900,8992","61,0844","0","0"
"3046","20","33","0","1337,13","994,1309","62,58348","0","0"
"3047","20","34","0","1296,368","1077,393","61,68689","0","0"
"3048","20","35","0","1288,987","1174,6","60,30473","0","0"
"3049","20","36","0","1259,499","1279,11","76,65574","0","0"
"3050","20","37","0","1284,93","1368,31","66,19705","0","0"
"3051","20","38","0","1211,165","1414,026","56,35937","0","0"
"3052","20","39","0","1128,125","1499,491","42,65196","0","0"
"3053","20","40","0","1072,205","1532,668","36,38725","0","0"
"3054","20","41","0","1006,6","1531,658","40,57891","0","0"
"3055","20","42","0","942,7804","1503,884","48,76175","0","0"
"3056","20","43","0","872,2737","1514,064","48,01114","0","0"
"3057","20","44","0","794,6536","1556,407","62,12213","0","0"
"3058","20","45","0","676,1671","1576,047","100,7126","0","0"
"3059","20","46","0","619,1172","1592,347","137,8653","0","0"
"3060","20","47","0","552,9182","1587,148","142,5099","0","0"
"3061","20","48","0","504,44","1555,716","141,2047","0","0"
"9531","20","49","0","477,1927","1536,454","135,4829","0","0"
"1066","21","0","0","471,6811","1533,879","133,936","0","0"
"1067","21","1","0","460,4716","1527,909","134,9769","0","0"
"1068","21","2","0","406,5963","1497,416","143,3196","0","0"
"1069","21","3","0","364,83","1462,339","132,7456","0","0"
"1070","21","4","0","302,9703","1432,071","134,8772","0","0"
"1071","21","5","0","259,2045","1382,688","145,6767","0","0"
"1072","21","6","0","268,3781","1310,217","121,2154","0","0"
"1073","21","7","0","398,8039","1234,373","95,08588","0","0"
"1074","21","8","0","553,4138","1233,422","94,4791","0","0"
"1075","21","9","0","639,1053","1210,565","100,5198","0","0"
"1076","21","10","0","737,1716","1219,135","69,97562","0","0"
"1077","21","11","0","883,1061","1200,664","65,69717","0","0"
"1078","21","12","0","991,4665","1194,109","72,12758","0","0"
"1079","21","13","0","1071,117","1163,483","56,4511","0","0"
"1080","21","14","0","1130,935","1132,553","56,25314","0","0"
"2756","21","15","0","1200,105","1144,555","54,937","0","0"
"2757","21","16","0","1278,769","1080,71","61,92068","0","0"
"2758","21","17","0","1328,957","1001,704","62,54321","0","0"
"2759","21","18","0","1354,525","901,0545","61,20107","0","0"
"2760","21","19","0","1399,865","767,4479","55,70073","0","0"
